Archivo;Fallo
lying_glute.png;BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto. La imagen, con nombre de archivo 'lying_glute.png', presenta un ejercicio de extensión de espalda (similar a Urdhva Mukha Svanasana o perro mirando hacia arriba) que no corresponde a la ejecución real estándar de un ejercicio de glúteos tumbado. Existe una clara inconsistencia entre el contenido visual y la descripción implícita en el nombre del archivo.
lying_high_bench_barbell_curl.png;"Incoherencia crítica: El nombre del archivo ('lying_high_bench_barbell_curl.png') describe un ejercicio de curl de bíceps, mientras que la imagen muestra claramente un press de banca inclinado con barra (un ejercicio de pecho y tríceps). Esto constituye una ""Sujeto Incorrecto"" o una incoherencia fundamental entre la descripción y el contenido visual, lo cual es inaceptable para la catalogación y el uso correcto."
lying_machine_squat.png;"El ejercicio representado en la imagen es un ""hip thrust"" o ""puente de glúteos"" en máquina, no un ""lying machine squat"". Existe una incoherencia crítica entre la acción biomecánica mostrada y la descripción proporcionada en el nombre del archivo. Un squat se caracteriza por la flexión de rodilla y cadera con un movimiento descendente del centro de masa, lo cual no ocurre aquí."
lying_supine_dumbbell_curl.png;"La cabeza del modelo está elevada del suelo, lo que implica una tensión innecesaria en los músculos del cuello y una falta de apoyo cervical completo. Para una ejecución estándar óptima de un ejercicio ""supino"" (tumbado boca arriba), el cuerpo debe estar completamente apoyado, incluyendo la cabeza, para mantener la neutralidad espinal y aislar el grupo muscular objetivo (bíceps) sin introducir estrés adicional en la columna cervical. Esto se considera una incoherencia biomecánica con la postura supina ideal."
lying_t_bar_row.png;"BIOMECÁNICA/ANATOMÍA CRÍTICA - El ejercicio representado NO corresponde a la ejecución real estándar de un ""lying T-bar row"". Un T-bar row implica el levantamiento de una resistencia externa (pesas en una barra) desde una posición baja hacia el torso. En la imagen, el modelo sostiene una barra de pulldown detrás del cuello/hombros y realiza una hiperextensión lumbar o un movimiento similar, no un ""remo"" propiamente dicho con resistencia externa en el eje horizontal adecuado. No se está ""remando"" una barra con peso ascendente, sino usando la barra como un elemento de apoyo o ligera resistencia para una extensión. Esto constituye una representación incorrecta del ejercicio."
machine_bicep_curl.png;Las manijas que el modelo sostiene para el ejercicio de bíceps no están conectadas a los cables de la máquina ni a ninguna otra fuente de resistencia, lo que constituye una levitación crítica del equipo.
machine_preacher_curls.png;Incoherencia: El nombre de archivo 'machine_preacher_curls.png' es incorrecto. La imagen no muestra una máquina de preacher curls ni el ejercicio de preacher curls. En su lugar, se observa una máquina de remo sentado y el modelo realiza un remo sentado, lo que constituye una incoherencia directa entre la descripción del archivo y el contenido visual.
mixed_grip_chin.png;"El equipo (barra de dominadas) no muestra un anclaje visible a ninguna estructura de soporte. Para que la acción de dominada (pull-up) sea biomecánicamente posible, la barra debe estar fijada rígidamente y actuar como un punto de resistencia estable. La ausencia de este soporte visible para la barra crea una incoherencia física bajo las leyes de la gravedad y la mecánica, ya que la barra parece ""flotar"" sin un punto fijo contra el cual la modelo pueda ejercer fuerza para elevarse."
monster_walk.png;"Incoherencia biomecánica. El ejercicio representado no se corresponde con la ejecución estándar de un ""monster walk"". Un ""monster walk"" implica una banda de resistencia alrededor de las piernas (tobillos o rodillas) y un movimiento lateral, no la sujeción de la banda con las manos y el anclaje bajo los pies, que es una configuración para otros tipos de ejercicios de resistencia."
muscle_up.png;"Sujeto Incorrecto: La postura mostrada en la imagen, una posición de soporte estática con los pies en el suelo, no corresponde con la ejecución estándar de un ""muscle up"", un movimiento dinámico que implica pasar de un colgado inferior a una posición de apoyo superior sin contacto con el suelo."
narrow_stance_leg_press.png;Biomecánica incorrecta: Se observa una leve flexión lumbar (redondeo de la parte baja de la espalda) en el modelo, lo cual es una postura subóptima y potencialmente lesiva para la columna vertebral durante la ejecución de la prensa de piernas. Una ejecución correcta requiere mantener la columna neutra y la pelvis pegada al respaldo para proteger los discos intervertebrales.
narrow_stance_squats.png;GRAVEDAD/LEVITACIÓN (CRÍTICO): Las sombras de contacto bajo los pies del modelo son excesivamente sutiles y difusas, no logrando anclar de manera convincente al sujeto sobre una superficie definida. Esta falta de una sombra de contacto clara y visible crea una ambigüedad que sugiere una ligera flotación o una fusión incompleta con el fondo, violando la representación realista del apoyo físico y la gravedad.
neck_press.png;"Sujeto Incorrecto: El ejercicio representado en la imagen (posición de rack frontal con barra) no se corresponde con la ejecución real estándar ni con la nomenclatura del archivo ""neck_press.png"". Una ""neck press"" es un ejercicio distinto que implica la movilización del cuello o el uso de un arnés de cuello, no esta postura con barra. La incoherencia entre el título y el contenido visual es un fallo crítico."
oblique_crunches___on_the_floor.png;BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto. El ejercicio mostrado es un crunch abdominal estándar (flexión recta del torso). El nombre del archivo indica 'oblique_crunches', que implicaría una rotación o flexión lateral del torso para trabajar los oblicuos, lo cual no se observa en la imagen. Existe una incoherencia entre el ejercicio representado y la descripción del mismo.
olympic_squat.png;GRAVEDAD/LEVITACIÓN (CRÍTICO) - La sombra de contacto bajo los pies del modelo es extremadamente suave y difusa. Aunque hay una sutil gradación de gris, carece de la definición y el contraste necesarios para indicar de manera inequívoca un apoyo real y firme en la superficie, lo que podría dar una leve impresión de levitación o falta de anclaje físico.
on_your_back_quad_stretch.png;"BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto. La imagen se titula 'on_your_back_quad_stretch.png', sin embargo, el ejercicio representado es una ""rodilla al pecho"" (knee-to-chest stretch) o ""abrazo de rodilla simple en supinación"", el cual prioriza el estiramiento de glúteos y flexores de cadera, no del cuádriceps de forma primaria. Un estiramiento de cuádriceps en decúbito supino implicaría, típicamente, sujetar el tobillo y llevar el talón hacia el glúteo. Existe una clara inconsistencia entre la denominación del ejercicio en el archivo y su ejecución real."
one_arm_chin_up.png;"La barra de dominadas está flotando en el aire sin ningún tipo de soporte visible, lo cual es una violación crítica de las leyes de la gravedad. Adicionalmente, el ejercicio representado no es una ""dominada a una mano"" (one-arm chin-up) como sugiere el nombre del archivo, ya que el modelo utiliza ambas manos y la barra se encuentra detrás del cuello."
one_arm_dumbbell_bench_press.png;La muñeca de la mano que sostiene la mancuerna exhibe una ligera extensión posterior (doblada hacia atrás). Biomecánicamente, la posición óptima para este ejercicio es una muñeca neutra y alineada con el antebrazo para maximizar la transferencia de fuerza y minimizar el estrés articular. Esta pequeña desviación es una inconsistencia con la forma ideal.
one_arm_dumbbell_preacher_curl.png;"BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto: La imagen no representa el ejercicio ""one-arm dumbbell preacher curl"" como indica el nombre del archivo. Para un preacher curl es indispensable el uso de un banco predicador (preacher bench) para apoyar el brazo, lo cual no se observa en la imagen."
one_arm_dumbbell_row.png;El ejercicio representado en la imagen NO se corresponde con la ejecución estándar de un 'one-arm dumbbell row'. Biomecánicamente, para un remo con mancuerna a una mano, el atleta debería estar inclinado hacia adelante con el torso paralelo al suelo (o casi), apoyando una mano o rodilla para estabilizar, y realizando el movimiento de remo con una sola mancuerna. En esta imagen, el modelo está de pie, erguido, sosteniendo una mancuerna en cada mano, con un brazo realizando un movimiento más similar a un curl de bíceps y el otro simplemente sosteniendo el peso. Esto constituye una incoherencia crítica con el nombre del ejercicio proporcionado.
one_arm_flat_bench_dumbbell_flye.png;BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto. El ejercicio representado en la imagen es un remo con mancuerna a una mano (dumbbell row), lo cual contradice el nombre del archivo 'one_arm_flat_bench_dumbbell_flye', que describe un ejercicio completamente diferente (apertura con mancuerna a una mano en banco plano). La ejecución no se corresponde con la descripción del ejercicio.
one_arm_floor_press.png;"BIOMECÁNICA/ANATOMÍA (Sujeto Incorrecto): La postura y el equipo en la imagen no corresponden a la ejecución estándar de un ""one-arm floor press"". El ejercicio de press de banca con un brazo se realiza en posición supina (boca arriba), no en decúbito prono o lateral como se muestra, y el movimiento implica presionar el peso hacia arriba, no simplemente sujetarlo en el suelo. La imagen representa una acción biomecánicamente inconsistente con el ejercicio nombrado."
one_arm_incline_lateral_raise.png;"BIOMECÁNICA/ANATOMÍA (CRÍTICO) - El ejercicio realizado en la imagen no se corresponde con la descripción ""one-arm incline lateral raise"". Una elevación lateral inclinada (incline lateral raise) se ejecuta típicamente tumbado sobre un banco inclinado, mientras que el modelo está realizando una elevación lateral de pie, lo cual es una variante biomecánicamente diferente."
one_arm_kettlebell_clean.png;"BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto. El nombre del archivo indica 'one_arm_kettlebell_clean', pero el modelo está sujetando la pesa rusa con ambas manos, lo que es inconsistente con una ejecución estándar o específica de ""un brazo""."
one_arm_kettlebell_clean_and_jerk.png;"Biomecánica/Anatomía (CRÍTICO) - La posición del kettlebell en la mano derecha, ubicado detrás de la cabeza con el codo flexionado, NO corresponde a la fase final de extensión o a una transición segura y estándar del ejercicio ""clean and jerk"" o ""snatch"" con kettlebell. La pesa debe estar bloqueada directamente sobre la cabeza con el brazo extendido. Además, el uso simultáneo de dos kettlebells en fases completamente distintas (uno en el suelo y otro ""semi-elevado"") es inconsistente con la ejecución estándar de un ""one-arm kettlebell clean and jerk"", que implica el uso de un solo kettlebell por brazo en una secuencia definida. Esta postura es biomecánicamente ineficiente y potencialmente lesiva para el hombro y la columna cervical."
one_arm_kettlebell_military_press_to_the_side.png;"BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto. La imagen se identifica como 'one_arm_kettlebell_military_press_to_the_side.png', sin embargo, el ejercicio ejecutado no corresponde a una ""military press"". La ""military press"" es un movimiento de empuje vertical por encima de la cabeza. La pose de la imagen muestra una extensión del brazo de forma horizontal con el torso inclinado y rotado, lo cual es una acción biomecánica y un ejercicio completamente distinto. Esta discrepancia entre el nombre del archivo y la ejecución visible constituye una incoherencia crítica."
one_arm_kettlebell_para_press.png;"BIOMECÁNICA/ANATOMÍA: El ejercicio representado en la imagen (una sentadilla con kettlebell en posición de inicio/recogida) NO se corresponde con la ejecución real estándar de un ""one-arm kettlebell press"" como indica el nombre del archivo. La imagen muestra una fase preparatoria o un ejercicio diferente, no la acción de ""press"" (empuje vertical) del kettlebell. Esto constituye una incoherencia crítica."
one_arm_kettlebell_push_press.png;"Biomecánica/Anatomía (Sujeto Incorrecto): La imagen muestra al modelo realizando una toma a dos manos de la kettlebell en una posición preparatoria de sentadilla. Esto no se corresponde con el ejercicio ""one-arm kettlebell push press"" especificado en el nombre del archivo 'one_arm_kettlebell_push_press.png', que implica el uso de un solo brazo."
one_arm_kettlebell_row.png;"BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto: La postura y ejecución del modelo no corresponden a un ""one-arm kettlebell row"" (remo con mancuerna a una mano). En la imagen, el modelo se encuentra de pie, con el brazo extendido horizontalmente, lo cual no es la forma estándar de ejecutar un remo, que requiere inclinar el torso hacia adelante para tirar del peso."
one_arm_kettlebell_split_jerk.png;"Incoherencia crítica. La imagen muestra a la modelo realizando una sentadilla sumo o posición inicial de peso muerto con una kettlebell sujeta a dos manos. Esto es completamente inconsistente con el nombre del archivo 'one_arm_kettlebell_split_jerk.png', que describe un ejercicio distinto: un ""split jerk"" (envión en tijera) realizado con una sola mano. La discrepancia entre la imagen y su descripción textual constituye un fallo grave de categorización y representación."
one_arm_kettlebell_split_snatch.png;"BIOMECÁNICA/ANATOMÍA CRÍTICO: El ejercicio en la imagen no se corresponde con la descripción ""one-arm kettlebell split snatch"". Una ""split snatch"" implica una postura de zancada con una pierna adelantada y otra atrasada para la recepción del peso, no una apertura lateral de piernas (straddle split). La postura mostrada es una variación de estiramiento lateral o ""straddle split"" con una pesa rusa sostenida sobre la cabeza, lo cual es una ejecución biomecánicamente distinta e incoherente con el ejercicio nombrado."
one_arm_kettlebell_swings.png;"El ejercicio representado en la imagen (swing con kettlebell a dos manos) no corresponde con el ejercicio especificado en el nombre del archivo 'one_arm_kettlebell_swings.png'. Esto constituye un ""Sujeto Incorrecto"" ya que la ejecución no se parece al estándar de un swing con kettlebell a un brazo."
one_arm_lat_pulldown.png;"BIOMECÁNICA/ANATOMÍA (CRÍTICO) - El ejercicio no se corresponde con la ejecución real estándar de un ""one-arm lat pulldown"". El modelo está utilizando una barra recta detrás del cuello con la mano izquierda y, simultáneamente, una correa de codo con el brazo derecho, ambos desde una polea alta. Esto no es un 'one-arm lat pulldown' ni una ejecución biomecánicamente lógica o segura para un ejercicio de dorsal ancho. La postura y el uso del equipo son incoherentes con el nombre del archivo y la práctica estándar."
one_arm_open_palm_kettlebell_clean.png;"🦴 BIOMECÁNICA/ANATOMÍA (CRÍTICO): La mano del modelo que sujeta la kettlebell tiene un agarre cerrado y firme, lo cual contradice directamente la descripción ""open palm"" (palma abierta) en el nombre del archivo 'one_arm_open_palm_kettlebell_clean.png'. Además, la posición de la kettlebell tan elevada y extendida detrás de la cabeza no corresponde a una fase estándar, eficiente ni biomecánicamente correcta de un ""kettlebell clean"", donde el peso debe ascender de forma más vertical y cercana al cuerpo hasta la posición de rack. Esta postura indica una técnica incorrecta o un balanceo excesivo para el ejercicio descrito."
one_arm_pronated_dumbbell_triceps_extension.png;"Sujeto Incorrecto: El ejercicio en la imagen es una ""Extensión de Tríceps con Mancuerna hacia atrás (Triceps Kickback)"", el cual NO se corresponde con la ejecución estándar del ejercicio nombrado en el archivo: ""Extensión de Tríceps con Mancuerna con Agarre Pronado a un Brazo (One-arm Pronated Dumbbell Triceps Extension)"". Son ejercicios biomecánicamente distintos aunque ambos trabajen el tríceps."
one_arm_supinated_dumbbell_triceps_extension.png;BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto: La imagen muestra claramente la ejecución de un curl de bíceps con mancuerna y agarre supinado. Sin embargo, el nombre de archivo especifica 'one_arm_supinated_dumbbell_triceps_extension', que es un ejercicio completamente diferente, enfocado en los tríceps mediante la extensión del codo. Hay una incoherencia flagrante entre la acción biomecánica mostrada y la descripción del ejercicio.
one_handed_hang.png;"La imagen con nombre de archivo 'one_handed_hang.png' no representa el ejercicio de un ""one-handed hang"" (colgante a una mano). En su lugar, el modelo está realizando un ejercicio de resistencia con ambas manos. Esta es una incoherencia crítica y un ""Sujeto Incorrecto"" respecto al título implícito de la imagen."
one_leg_barbell_squat.png;GRAVEDAD/LEVITACIÓN - La sombra de contacto bajo el pie de apoyo (derecho) es demasiado difusa y carece de la definición necesaria para indicar un apoyo real y firme sobre una superficie. Existe una sutil separación visual entre la suela del zapato y el inicio de la sombra, lo que da la impresión de una ligera levitación o falta de anclaje convincente al suelo.
open_palm_kettlebell_clean.png;"Sujeto Incorrecto. El ejercicio mostrado es un ""kettlebell clean"" a dos manos con agarre cerrado sobre el asa del kettlebell. El nombre del archivo ""open_palm_kettlebell_clean.png"" especifica una técnica de ""clean"" con ""palma abierta"", lo cual no se corresponde con el agarre del modelo en la imagen. La ""palma abierta"" no es visible en la fase de agarre inicial o de tracción que se muestra."
overhead_cable_curl.png;"Biomecánica/Anatomía - La postura del modelo no representa la ejecución real estándar del ""overhead cable curl"" (curl de bíceps con cable por encima de la cabeza). La posición mostrada, con las manos altas y los codos muy flexionados detrás de la cabeza, es atípica para el inicio o la contracción máxima de un curl de bíceps, asemejándose más a la fase inicial de una extensión de tríceps con cable por encima de la cabeza."
overhead_squat.png;Incoherencia crítica: El nombre de archivo 'overhead_squat.png' indica una sentadilla overhead, pero la imagen muestra claramente una sentadilla trasera (back squat), donde la barra reposa sobre los hombros, no sobre la cabeza.
pallof_press.png;"El ejercicio no se ajusta a la ejecución estándar de la Pallof Press. La ejecución estándar de la Pallof Press implica el uso de un solo agarre o manija para generar una fuerza de resistencia anti-rotacional unilateral en el tronco; en la imagen se observa la sujeción de dos agarres, lo cual no representa la configuración estándar más común de este ejercicio."
palms_down_dumbbell_wrist_curl_over_a_bench.png;Falta la sombra de contacto de los pies del modelo que indique apoyo real. Aunque el banco tiene una sombra, los pies o rodillas del modelo (que serían los puntos de apoyo primarios con el suelo en una postura inclinada) no son visibles, y por tanto, su sombra de contacto directo con el suelo no puede ser verificada, lo que genera una ambigüedad sobre el apoyo completo del sujeto.
palms_down_wrist_curl_over_a_bench.png;"BIOMECÁNICA/ANATOMÍA - La ejecución del ejercicio no se corresponde con la descripción ""palms down wrist curl"". El modelo está realizando una flexión de codo significativa (curl inverso con barra), donde el movimiento principal ocurre en la articulación del codo y no se aísla únicamente la articulación de la muñeca, como sería el caso en un curl de muñeca estándar. Esto representa una inconsistencia entre el nombre del archivo y la acción biomecánica mostrada."
palms_up_barbell_wrist_curl_over_a_bench.png;"El ejercicio mostrado en la imagen es un curl de bíceps con barra (flexión de codo), utilizando un apoyo para los brazos. Sin embargo, el nombre del archivo ""palms_up_barbell_wrist_curl_over_a_bench.png"" describe un ""curl de muñeca con barra"" (flexión de muñeca). Esto representa una incoherencia crítica bajo el punto ""2. 🦴 BIOMECÁNICA/ANATOMÍA (CRÍTICO) - ¿Sujeto Incorrecto?"", ya que la ejecución biomecánica del ejercicio en la imagen no corresponde en absoluto con la descripción de un curl de muñeca."
parallel_bar_dip.png;"BIOMECÁNICA/ANATOMÍA (Sujeto Incorrecto): El ejercicio representado en la imagen es un ""push-up inclinado"" o ""fondos invertidos"", donde los pies permanecen en el suelo. Esto NO es una ""parallel bar dip"" (fondos en paralelas) estándar, que implica una suspensión completa del cuerpo con los pies levantados del suelo y un movimiento vertical descendente. La ejecución no corresponde con el nombre del archivo ni con la forma estándar del ejercicio ""dip"" en paralelas."
peroneals_smr.png;BIOMECÁNICA/ANATOMÍA - El nombre del archivo 'peroneals_smr.png' sugiere que el ejercicio es para los músculos peroneos. Sin embargo, en la imagen, el rodillo de espuma está colocado bajo la parte superior del muslo/glúteos, lo cual NO corresponde a la ubicación de los músculos peroneos (situados en la parte lateral de la pierna inferior). Esto es una incoherencia crítica del sujeto del ejercicio.
plank.png;Incoherencia biomecánica: Las caderas del modelo están ligeramente caídas, rompiendo la línea recta ideal desde la cabeza hasta los talones que se requiere para una ejecución perfecta de la plancha lateral.
power_jerk.png;"Biomecánica/Anatomía (Sujeto Incorrecto): La imagen, cuyo nombre de archivo es 'power_jerk.png', NO representa la ejecución de un ""power jerk"" estándar. La postura mostrada es una posición inicial para un levantamiento como el peso muerto o el primer tirón de una cargada (clean), donde la barra está en el suelo. Un ""power jerk"" implica levantar la barra desde la posición de rack frontal hasta por encima de la cabeza, lo cual no se observa en esta imagen. Hay una clara incoherencia entre el título del ejercicio y la acción biomecánica representada."
power_snatch.png;"Biomecánica de la columna vertebral incorrecta; se observa una clara flexión (redondeo) de la columna lumbar, lo cual es una postura crítica y potencialmente lesiva para la ejecución de un levantamiento de peso como el ""power snatch"" o un peso muerto, desviándose de la necesaria espalda neutra. Adicionalmente, la posición de las caderas es demasiado alta para un inicio adecuado de power snatch."
power_stairs.png;"La máquina de gimnasio está incorrectamente etiquetada. Se muestra una máquina de poleas o entrenamiento funcional, pero está rotulada como ""POWER STAIRS"", que es el nombre de una máquina de escaleras. Esta inconsistencia en la identidad del equipo es un fallo crítico de representación y función biomecánica."
preacher_curl.png;Biomecánica/Anatomía (Crítico): La columna cervical presenta una ligera hiperextensión. La cabeza no mantiene una alineación neutra y continua con la columna torácica, lo cual es subóptimo para la integridad de la espina durante este tipo de levantamiento y puede aumentar el estrés en las vértebras cervicales.
preacher_hammer_dumbbell_curl.png;"BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto: El ejercicio representado en la imagen es un ""Curl Martillo con Mancuerna de pie"", mientras que el nombre del archivo (""preacher_hammer_dumbbell_curl.png"") especifica un ""Curl Martillo con Mancuerna en Banco Scott (Preacher Curl)"". La ejecución estándar de un ""Preacher Curl"" requiere el uso de un banco específico para apoyar los brazos, lo cual está ausente en la imagen. Por lo tanto, el ejercicio en la imagen no se corresponde con la ejecución real estándar del ejercicio indicado en el nombre del archivo."
pullups.png;GRAVEDAD/LEVITACIÓN. La sombra proyectada en el suelo debajo del modelo es excesivamente difusa y tenue. Aunque el modelo está correctamente suspendido y no debería tener sombra de contacto en los pies, la sombra general proyectada por el cuerpo carece de la intensidad y definición esperable bajo la iluminación principal que recibe la figura, lo que no ancla la presencia del modelo en el espacio tridimensional y genera una sutil impresión de flotación irreal.
push_press___behind_the_neck.png;Sujeto Incorrecto: El ejercicio mostrado en la imagen no corresponde en absoluto con el nombre de archivo 'push_press___behind_the_neck'. La atleta está ejecutando una fase de tracción (posiblemente un remo con barra o el segundo tirón de un levantamiento olímpico), mientras que un push press detrás del cuello implica una barra sobre los hombros y un empuje vertical. Esta es una incoherencia crítica.
push_ups_with_feet_elevated.png;"Incoherencia grave. El nombre de archivo ('push_ups_with_feet_elevated.png') especifica ""flexiones con los pies elevados"", pero la imagen muestra una ejecución de flexiones estándar donde los pies están al mismo nivel que las manos, no elevados. Esto constituye una falta de correspondencia crítica entre la descripción y el contenido visual."
quadriceps_smr.png;BIOMECÁNICA/ANATOMÍA (CRÍTICO) - La imagen, titulada 'quadriceps_smr.png', no representa la ejecución estándar de Self-Myofascial Release (SMR) para los músculos cuádriceps. La modelo está realizando SMR en la región glútea o lumbar baja, lo que constituye una incoherencia directa entre el contenido visual y el ejercicio implícito en el nombre del archivo.
quick_leap.png;Inconsistencia y debilidad de la sombra proyectada por el modelo. La sombra del atleta es excesivamente difusa y carece de la definición necesaria en comparación con las sombras más nítidas y consistentes del equipo (soportes de pesas) en el suelo. Esta disparidad compromete la percepción de una interacción física real con el entorno y la luz, dando una ligera impresión de levitación irreal en lugar de un salto atlético con un anclaje gravitacional convincente.
rack_delivery.png;GRAVEDAD/LEVITACIÓN (CRÍTICO) - La modelo y la barra parecen flotar en un espacio sin definir. No hay sombra de contacto ni indicación alguna de una superficie de apoyo para los pies o el equipo, lo que genera una inconsistencia física fundamental.
rack_pull_with_bands.png;GRAVEDAD/LEVITACIÓN (CRÍTICO) - Falta la sombra de contacto en los pies del modelo que indique apoyo real. Los pies del modelo no son visibles, impidiendo verificar su anclaje al suelo y su sombra de contacto correspondiente.
rear_leg_raises.png;Biomecánica/Anatomía - Sujeto Incorrecto: La imagen se titula 'rear_leg_raises.png', que implica un movimiento de extensión de cadera (elevación de la pierna hacia atrás). Sin embargo, el modelo está realizando una flexión de cadera y rodilla con la pierna elevada *hacia adelante*. Existe una incoherencia directa y crítica entre el nombre del ejercicio indicado y la ejecución física mostrada en la imagen.
reverse_band_sumo_deadlift.png;"El ejercicio representado no se corresponde con el nombre de archivo 'reverse_band_sumo_deadlift'. La configuración de la banda es incorrecta para un ""reverse band deadlift""; en lugar de ofrecer asistencia elevando la barra, la banda está anclada bajo los pies y ejerce una resistencia adicional a la barra, lo que se conoce como ""band-resisted deadlift"". Esto constituye una incoherencia grave en la biomecánica del ejercicio descrito."
reverse_barbell_curl.png;"BIOMECÁNICA/ANATOMÍA CRÍTICA. El agarre del modelo es supino (palmas hacia arriba), lo cual corresponde a un ""barbell curl"" estándar. Sin embargo, el archivo se nombra 'reverse_barbell_curl.png', que biomecánicamente requiere un agarre prono (palmas hacia abajo). Hay una incoherencia directa entre la ejecución mostrada y la descripción del ejercicio."
reverse_barbell_preacher_curls.png;"BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto: El ejercicio representado no se corresponde con la ejecución estándar de un ""Reverse Barbell Preacher Curl"". No hay un banco ""preacher"" y el agarre de la barra es supino (palmas hacia arriba), no inverso (pronado)."
reverse_cable_curl.png;"Biomecánica/Anatomía (Sujeto Incorrecto): La ejecución del ejercicio mostrada no corresponde estrictamente con la denominación ""reverse cable curl"". El modelo está utilizando un agarre neutro (palmas enfrentadas), lo que clasifica el movimiento como un ""cable hammer curl"". Un ""reverse curl"" estándar biomecánicamente exige un agarre pronado (palmas hacia abajo). Esta es una incoherencia fundamental con la nomenclatura específica del ejercicio."
reverse_crunch.png;"BIOMECÁNICA/ANATOMÍA CRÍTICA. El ejercicio representado en la imagen es un ""crunch abdominal"" estándar, donde el tronco se flexiona hacia las rodillas. Sin embargo, el archivo se llama 'reverse_crunch.png'. Un ""reverse crunch"" implica elevar las piernas y la pelvis hacia el tronco. Por lo tanto, el sujeto del ejercicio no se corresponde con la denominación estándar, siendo una incoherencia flagrante."
reverse_flyes_with_external_rotation.png;"BIOMECÁNICA/ANATOMÍA (CRÍTICO) - Sujeto Incorrecto: El ejercicio etiquetado como ""reverse_flyes_with_external_rotation"" no se ejecuta de forma estándar para un ""reverse fly"" con mancuernas en la posición mostrada. Un ""reverse fly"" con mancuernas para trabajar el deltoides posterior requiere típicamente una inclinación del torso hacia adelante para que la gravedad actúe como resistencia adecuada en la dirección del movimiento. En la postura erguida de la imagen, la abducción de los brazos con mancuernas se asemeja más a una elevación lateral, enfocándose principalmente en el deltoides medio, no en el deltoides posterior como se esperaría de un ""reverse fly""."
reverse_grip_triceps_pushdown.png;"BIOMECÁNICA/ANATOMÍA (Sujeto Incorrecto): La ejecución del ejercicio en la imagen no corresponde a un ""reverse grip triceps pushdown"". La postura y el movimiento de los brazos indican un cable cross-over o fly para pecho, no un pushdown de tríceps. Esto representa una incoherencia fundamental entre la acción biomecánica representada y el ejercicio que se supone que ilustra."
reverse_machine_flyes.png;"BIOMECÁNICA/ANATOMÍA (CRÍTICO) - Sujeto Incorrecto: El ejercicio que se ejecuta en la imagen es un press de hombros sentado (shoulder press), mientras que el nombre del archivo ('reverse_machine_flyes.png') indica un ""fly"" inverso en máquina. La ejecución real estándar de un ""reverse machine fly"" implica un movimiento completamente diferente, típicamente para los deltoides posteriores, y no un movimiento de press vertical. La imagen no corresponde al ejercicio nombrado."
reverse_triceps_bench_press.png;BIOMECÁNICA/ANATOMÍA (CRÍTICO): La posición de las muñecas muestra una hiperextensión significativa, lo cual es una incoherencia biomecánica que compromete la salud articular y aumenta el riesgo de lesión en lugar de mantener una alineación neutra y segura. Adicionalmente, se observa una hiperextensión lumbar excesiva (arqueo pronunciado de la espalda baja), lo que desvía la carga de manera ineficiente y potencialmente peligrosa para la columna vertebral.
rickshaw_carry.png;La ejecución del ejercicio no es estándar ni biomecánicamente correcta. La modelo está realizando un levantamiento con barra olímpica mientras lleva simultáneamente una barra de seguridad (Safety Squat Bar) sobre los hombros, un uso incoherente y no reconocido de ambos equipos, lo que representa una postura y configuración de equipo incorrecta para cualquier ejercicio estándar.
rocky_pull_ups_pulldowns.png;"BIOMECÁNICA/ANATOMÍA - Sujeto Incorrecto. El ejercicio en la imagen no se corresponde con una ejecución real estándar de ""pull-ups"" o ""pulldowns"". El modelo está suspendido de una barra conectada a un sistema de cable de polea alta (típicamente para lat pulldowns), pero en una posición que simula un pull-up sin la estabilidad adecuada ni el equipo correcto para un pull-up estándar (barra fija) o un pulldown estándar (asiento y sujeción de piernas). Esta ejecución es biomecánicamente inconsistente con la forma correcta de ambos ejercicios."
romanian_deadlift.png;El ejercicio representado no corresponde a un 'Romanian Deadlift' (Peso Muerto Rumano). La postura mostrada es la de un inicio de peso muerto convencional (conventional deadlift), con excesiva flexión de rodillas y caderas demasiado bajas para la ejecución estándar de un peso muerto rumano, que prioriza una bisagra de cadera con menor flexión de rodillas. Esto constituye una incoherencia biomecánica grave en relación con el nombre del archivo.
romanian_deadlift_from_deficit.png;Incoherencia. El nombre del archivo es 'romanian_deadlift_from_deficit.png', lo que implica que el ejercicio se realiza desde una plataforma elevada para aumentar el rango de movimiento. Sin embargo, en la imagen, el modelo está parado sobre una superficie plana, lo que significa que no está ejecutando un deadlift desde un déficit.
rope_crunch.png;El modelo está levitando en el aire sin ningún punto de apoyo visible (pies o glúteos) ni sombra de contacto que indique una base real o un soporte apropiado. La configuración de las cuerdas horizontales no justifica una suspensión completa del cuerpo, lo que contradice las leyes de la gravedad y la biomecánica esperada para un ejercicio terrestre.
