Routine_ID;Target;Order;Exercise;Sets;Reps;Rest;RPE
F-101;Female;3;Hack Squat Machine (Medium Stance, Low Depth);3-4;6-8;120s;RPE 8-9
F-101;Female;4;Dumbbell Goblet Squat (Elevated Heels);3-4;6-8;120s;RPE 8-9
F-101;Female;5;Dumbbell Reverse Lunge (Front Foot Elevated, Glute Focus);3;12-15;60s;RPE 9
F-101;Female;6;Dumbbell Hammer Curl (Seated, High Rep);3;12-15;60s;RPE 9
F-102;Female;1;Single-Leg Romanian Deadlift (Dumbbell, Torso Supported, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-102;Female;2;Hack Squat Machine (Wide Stance, High Foot, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-102;Female;3;Deficit Deadlift;3-4;6-8;120s;RPE 8-9
F-102;Female;4;Cable Adduction (Standing, Contralateral Hold);3;12-15;60s;RPE 9
F-102;Female;5;Cable Kickback (Gluteus Medius Focus, Side-Angled, Pause at Peak);3;12-15;60s;RPE 9
F-102;Female;6;Anterior Tibialis SMR;3;12-15;60s;RPE 9
F-103;Female;1;B-Stance RDL;3;12-15;60s;RPE 9
F-103;Female;2;Cable Pull-Through (Deep Hip Hinge, High Rep);3;12-15;60s;RPE 9
F-103;Female;3;Dumbbell Goblet Squat (Elevated Heels);3-4;6-8;120s;RPE 8-9
F-103;Female;4;Barbell Sumo Deadlift (Heavy Load, Low Rep);3-4;6-8;120s;RPE 8-9
F-103;Female;5;Reverse Hack Squat;3-4;6-8;120s;RPE 8-9
F-103;Female;6;Weighted Decline Sit-Up (High Rep, Max Pump);3;12-15;60s;RPE 9
F-104;Female;1;Dumbbell Goblet Squat (Elevated Heels, High Rep);3-4;6-8;120s;RPE 8-9
F-104;Female;2;Barbell Step-Ups (Reverse, Heavy Load, Pause at Peak);3;12-15;60s;RPE 9
F-104;Female;3;Barbell Deadlift;3-4;6-8;120s;RPE 8-9
F-104;Female;4;Machine Hack Squat (Wide Stance, High Rep);3-4;6-8;120s;RPE 8-9
F-104;Female;5;Hack Squat Machine (Narrow Stance, Low Foot, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-104;Female;6;Cable Curl (Low Pulley, D-Handle, Single-Arm, Tempo Negative);3;12-15;60s;RPE 9
F-105;Female;1;Static Lunge (Barbell);3;12-15;60s;RPE 9
F-105;Female;2;Hip Abduction Machine (Heavy Weight, Short Range);3;12-15;60s;RPE 9
F-105;Female;3;Reverse Hyperextension (Stability Ball);3;12-15;60s;RPE 9
F-105;Female;4;Glute Bridge (Banded, Heels Elevated);3;12-15;60s;RPE 9
F-105;Female;5;Barbell Step-Ups (Box, Low Rep, Pause at Peak);3;12-15;60s;RPE 9
F-105;Female;6;Hammer Strength Chest Press;3-4;6-8;120s;RPE 8-9
F-106;Female;1;Landmine RDL;3;12-15;60s;RPE 9
F-106;Female;2;Single-Leg RDL (Dumbbell, Deficit, Glute Focus);3;12-15;60s;RPE 9
F-106;Female;3;Machine Seated Curl (Wide Stance, Pause at Peak);3;12-15;60s;RPE 9
F-106;Female;4;Reverse Lunge to Knee Drive;3;12-15;60s;RPE 9
F-106;Female;5;Sumo Deadlift (Barbell, Pause Below Knee);3-4;6-8;120s;RPE 8-9
F-106;Female;6;Barbell Incline Shoulder Raise;3;12-15;60s;RPE 9
F-107;Female;1;Cable Adduction (Standing, Heavy Load, Pause at Peak);3;12-15;60s;RPE 9
F-107;Female;2;Landmine Squat;3-4;6-8;120s;RPE 8-9
F-107;Female;3;Cable Step-Up;3;12-15;60s;RPE 9
F-107;Female;4;Stiff-Leg Barbell Deadlift;3-4;6-8;120s;RPE 8-9
F-107;Female;5;Box Squat;3-4;6-8;120s;RPE 8-9
F-107;Female;6;Cable Rear Delt Row (High Pulley, Single-Arm, Neutral Grip);3;12-15;60s;RPE 9
F-108;Female;1;Hyperextension (Weighted, Glute Focus, Tempo Negative);3;12-15;60s;RPE 9
F-108;Female;2;Single-Leg Romanian Deadlift (Dumbbell, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-108;Female;3;Barbell Step-Ups (Reverse, Heavy Load, Pause at Peak);3;12-15;60s;RPE 9
F-108;Female;4;Cable Kickback (Gluteus Medius Focus, Side-Angled, Pause at Peak);3;12-15;60s;RPE 9
F-108;Female;5;Dumbbell Lunge;3;12-15;60s;RPE 9
F-108;Female;6;Smith Machine Shrug (Behind the Back);3;12-15;60s;RPE 9
F-109;Female;1;Hack Squat Machine (Wide Stance, Pause at Top);3-4;6-8;120s;RPE 8-9
F-109;Female;2;Barbell Step-Ups (Reverse, Heavy Load, Pause at Peak);3;12-15;60s;RPE 9
F-109;Female;3;Hack Squat Machine (Medium Stance, Low Depth, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-109;Female;4;Single-Leg RDL (Kettlebell, Contralateral Hold, High Rep);3;12-15;60s;RPE 9
F-109;Female;5;Kas Glute Bridge;3;12-15;60s;RPE 9
F-109;Female;6;Lat Pulldown (Single-Arm, Neutral Grip, Kneeling);3;12-15;60s;RPE 9
F-110;Female;1;Weighted Sissy Squat;3-4;6-8;120s;RPE 8-9
F-110;Female;2;Dumbbell Sumo Squat;3-4;6-8;120s;RPE 8-9
F-110;Female;3;Dumbbell Split Squat (Rear Foot Elevated, Close Stance, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-110;Female;4;Dumbbell Deadlift (Stiff-Legged, Narrow Stance, High Rep);3-4;6-8;120s;RPE 8-9
F-110;Female;5;Dumbbell Sumo Squat;3-4;6-8;120s;RPE 8-9
F-110;Female;6;Machine Chest Fly (Leaning Forward);3;12-15;60s;RPE 9
F-111;Female;1;Slider Lateral Lunge;3;12-15;60s;RPE 9
F-111;Female;2;Barbell Reverse Lunge (Glute Focus, Forward Lean);3;12-15;60s;RPE 9
F-111;Female;3;Single-Leg Romanian Deadlift (Dumbbell, Torso Supported);3-4;6-8;120s;RPE 8-9
F-111;Female;4;Poliquin Step-Up;3;12-15;60s;RPE 9
F-111;Female;5;Cable Pull-Through (Rope, High Rep, Max Pump);3;12-15;60s;RPE 9
F-111;Female;6;Dumbbell Shoulder Press;3-4;6-8;120s;RPE 8-9
F-112;Female;1;Frog Pump;3;12-15;60s;RPE 9
F-112;Female;2;Dumbbell Sumo Squat;3-4;6-8;120s;RPE 8-9
F-112;Female;3;Slider Lateral Lunge;3;12-15;60s;RPE 9
F-112;Female;4;Step-Up (Dumbbell);3;12-15;60s;RPE 9
F-112;Female;5;Goblet Squat;3-4;6-8;120s;RPE 8-9
F-112;Female;6;Dumbbell Front Raise (Incline Bench, Prone, Tempo Negative);3;12-15;60s;RPE 9
F-113;Female;1;Machine Seated Curl (Wide Stance, Slow Negative);3;12-15;60s;RPE 9
F-113;Female;2;Machine Hip Abduction (Torso Erect, High Rep);3;12-15;60s;RPE 9
F-113;Female;3;Dumbbell Bulgarian Split Squat (Front Foot Elevated);3-4;6-8;120s;RPE 8-9
F-113;Female;4;Single-Leg Romanian Deadlift (Dumbbell, Torso Supported);3-4;6-8;120s;RPE 8-9
F-113;Female;5;Single-Leg RDL (Dumbbell, Torso Supported, High Rep);3;12-15;60s;RPE 9
F-113;Female;6;Face Pull;3;12-15;60s;RPE 9
F-114;Female;1;Dumbbell Deadlift (Stiff-Legged, Heavy Load, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-114;Female;2;Pause Squat;3-4;6-8;120s;RPE 8-9
F-114;Female;3;Single-Leg RDL (Kettlebell, Pause at Bottom, Tempo Negative);3;12-15;60s;RPE 9
F-114;Female;4;Glute Bridge March;3;12-15;60s;RPE 9
F-114;Female;5;Barbell Full Squat;3-4;6-8;120s;RPE 8-9
F-114;Female;6;Anterior Tibialis SMR;3;12-15;60s;RPE 9
F-115;Female;1;Single-Leg RDL (Kettlebell, Contralateral Hold);3;12-15;60s;RPE 9
F-115;Female;2;Kneeling Jump Squat;3-4;6-8;120s;RPE 8-9
F-115;Female;3;Hip Abduction Machine (Heavy Weight, Short Range);3;12-15;60s;RPE 9
F-115;Female;4;Curtsy Lunge (Dumbbell);3;12-15;60s;RPE 9
F-115;Female;5;Hack Squat Machine (Medium Stance, Low Depth);3-4;6-8;120s;RPE 8-9
F-115;Female;6;Running (Treadmill);3;12-15;60s;RPE 9
F-116;Female;1;Reverse Hack Squat;3-4;6-8;120s;RPE 8-9
F-116;Female;2;Dumbbell Bulgarian Split Squat (Front Foot Elevated, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-116;Female;3;Zercher Deadlift;3-4;6-8;120s;RPE 8-9
F-116;Female;4;Weighted Sissy Squat;3-4;6-8;120s;RPE 8-9
F-116;Female;5;Cable Kickback (Gluteus Medius Focus, Side-Angled);3;12-15;60s;RPE 9
F-116;Female;6;Heavy Bag Thrust;3;12-15;60s;RPE 9
F-117;Female;1;Glute Bridge March;3;12-15;60s;RPE 9
F-117;Female;2;Machine Hip Abduction (Torso Erect, High Rep);3;12-15;60s;RPE 9
F-117;Female;3;Dumbbell Split Squat (Rear Foot Elevated, Feet Close, High Rep);3-4;6-8;120s;RPE 8-9
F-117;Female;4;Single-Leg RDL (Kettlebell, Pause at Bottom);3;12-15;60s;RPE 9
F-117;Female;5;Hack Squat Machine (Narrow Stance, Low Foot, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-117;Female;6;Cable Curl (Low Pulley, Rope Attachment, Hammer Grip);3;12-15;60s;RPE 9
F-118;Female;1;Dumbbell Deadlift (Stiff-Legged, Heavy Load);3-4;6-8;120s;RPE 8-9
F-118;Female;2;Dumbbell One-Arm Triceps Extension;3;12-15;60s;RPE 9
F-118;Female;3;Dumbbell Sumo Deadlift (Deficit, Pause Reps);3-4;6-8;120s;RPE 8-9
F-118;Female;4;Safety Bar Squat;3-4;6-8;120s;RPE 8-9
F-118;Female;5;Trap Bar Deadlift;3-4;6-8;120s;RPE 8-9
F-118;Female;6;Front Box Jump;3;12-15;60s;RPE 9
F-119;Female;1;Hack Squat Machine (Wide Stance, High Foot, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-119;Female;2;Dumbbell Goblet Squat (Elevated Heels);3-4;6-8;120s;RPE 8-9
F-119;Female;3;Weighted Sissy Squat;3-4;6-8;120s;RPE 8-9
F-119;Female;4;Barbell Reverse Lunge (Rear Foot Elevated, Tempo Negative);3;12-15;60s;RPE 9
F-119;Female;5;Hack Squat Machine (Narrow Stance, Low Foot, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-119;Female;6;Dumbbell Incline Press (Light Weight, High Rep);3-4;6-8;120s;RPE 8-9
F-120;Female;1;Machine Seated Curl (Wide Stance, High Rep);3;12-15;60s;RPE 9
F-120;Female;2;Dumbbell Deadlift (Stiff-Legged, Narrow Stance, High Rep);3-4;6-8;120s;RPE 8-9
F-120;Female;3;Dumbbell Bulgarian Split Squat;3-4;6-8;120s;RPE 8-9
F-120;Female;4;Hack Squat Machine (Medium Stance, Low Depth, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-120;Female;5;Single-Leg Hip Abduction (Cable, Standing, High Rep);3;12-15;60s;RPE 9
F-120;Female;6;Barbell Reverse Curl (Standing, Wide Grip);3;12-15;60s;RPE 9
F-121;Female;1;Hack Squat Machine (Wide Stance, Pause at Top);3-4;6-8;120s;RPE 8-9
F-121;Female;2;Dumbbell Sumo Squat (High Volume, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-121;Female;3;Hack Squat Machine (Narrow Stance, Low Rep Focus);3-4;6-8;120s;RPE 8-9
F-121;Female;4;Dumbbell Reverse Lunge (Front Foot Elevated, Glute Focus);3;12-15;60s;RPE 9
F-121;Female;5;Single-Leg RDL (Kettlebell, Pause at Bottom, Tempo Negative);3;12-15;60s;RPE 9
F-121;Female;6;Lat Pulldown (Neutral Grip);3;12-15;60s;RPE 9
F-122;Female;1;Machine Hip Abduction (Torso Erect, Pause at Peak);3;12-15;60s;RPE 9
F-122;Female;2;Dumbbell Sumo Squat;3-4;6-8;120s;RPE 8-9
F-122;Female;3;Barbell Step-Ups (Box, Low Rep, Pause at Peak);3;12-15;60s;RPE 9
F-122;Female;4;Smith Machine Lunge (Rear Foot Elevated, Glute Focus);3;12-15;60s;RPE 9
F-122;Female;5;Sumo Deadlift (Trap Bar, Elevated Stance, Heavy Load);3-4;6-8;120s;RPE 8-9
F-122;Female;6;Barbell Curl;3;12-15;60s;RPE 9
F-123;Female;1;Dumbbell Romanian Deadlift (RDL);3-4;6-8;120s;RPE 8-9
F-123;Female;2;Machine Seated Curl (Wide Stance, High Rep);3;12-15;60s;RPE 9
F-123;Female;3;Leg Extension (Single-Leg, Pause at Top);3;12-15;60s;RPE 9
F-123;Female;4;Dumbbell Split Squat (Rear Foot Elevated, Feet Close, High Rep);3-4;6-8;120s;RPE 8-9
F-123;Female;5;Kang Squat;3-4;6-8;120s;RPE 8-9
F-123;Female;6;Dumbbell Floor Press (Heavy Load, Low Rep);3-4;6-8;120s;RPE 8-9
F-124;Female;1;Cable Romanian Deadlift (V-Bar, Wide Stance);3-4;6-8;120s;RPE 8-9
F-124;Female;2;Barbell Deadlift;3-4;6-8;120s;RPE 8-9
F-124;Female;3;Donkey Kicks (Smith Machine);3;12-15;60s;RPE 9
F-124;Female;4;Dumbbell Bulgarian Split Squat (Front Foot Elevated, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-124;Female;5;Cable Adduction (Standing, Heavy Load, Pause at Peak);3;12-15;60s;RPE 9
F-124;Female;6;Rope Hammer Curl;3;12-15;60s;RPE 9
F-125;Female;1;Single-Leg RDL (Kettlebell, Contralateral Hold);3;12-15;60s;RPE 9
F-125;Female;2;Machine Hack Squat (Medium Stance, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-125;Female;3;Dumbbell Romanian Deadlift (RDL);3-4;6-8;120s;RPE 8-9
F-125;Female;4;Barbell Glute Bridge (Wide Stance, Banded, Peak Contraction);3;12-15;60s;RPE 9
F-125;Female;5;Cable Romanian Deadlift (V-Bar, Wide Stance);3-4;6-8;120s;RPE 8-9
F-125;Female;6;Dumbbell Bench Press (Heavy Load, Decline, Low Rep);3-4;6-8;120s;RPE 8-9
F-126;Female;1;Plie Squat;3-4;6-8;120s;RPE 8-9
F-126;Female;2;Cable Step-Up;3;12-15;60s;RPE 9
F-126;Female;3;Barbell Front Squat (High Bar, Deep Depth);3-4;6-8;120s;RPE 8-9
F-126;Female;4;Landmine Lateral Lunge;3;12-15;60s;RPE 9
F-126;Female;5;Barbell Step-Ups (Box, Low Rep, Pause at Peak);3;12-15;60s;RPE 9
F-126;Female;6;Cable Lateral Raise (Behind the Body);3;12-15;60s;RPE 9
F-127;Female;1;Kneeling Jump Squat;3-4;6-8;120s;RPE 8-9
F-127;Female;2;Step-Up (Dumbbell);3;12-15;60s;RPE 9
F-127;Female;3;Dumbbell Bulgarian Split Squat (Front Foot Elevated, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-127;Female;4;Pause Squat;3-4;6-8;120s;RPE 8-9
F-127;Female;5;Dumbbell Reverse Lunge (Front Foot Elevated, Tempo Negative);3;12-15;60s;RPE 9
F-127;Female;6;Single-Arm Cable Row (Overhand Grip, Mid-Width);3;12-15;60s;RPE 9
F-128;Female;1;Single-Leg RDL (Kettlebell, Contralateral Hold, High Rep);3;12-15;60s;RPE 9
F-128;Female;2;Zercher Deadlift;3-4;6-8;120s;RPE 8-9
F-128;Female;3;Glute Bridge (Banded, Heels Elevated, Pause at Peak);3;12-15;60s;RPE 9
F-128;Female;4;Dumbbell Sumo Squat (High Volume, Pulse Reps at Bottom);3-4;6-8;120s;RPE 8-9
F-128;Female;5;Glute Bridge (Banded, Heels Elevated, Pause at Peak);3;12-15;60s;RPE 9
F-128;Female;6;Air Bike;3;12-15;60s;RPE 9
F-129;Female;1;Single-Leg Romanian Deadlift (Dumbbell, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-129;Female;2;Dumbbell Overhead Extension (Seated);3;12-15;60s;RPE 9
F-129;Female;3;Dumbbell Romanian Deadlift (RDL);3-4;6-8;120s;RPE 8-9
F-129;Female;4;Dumbbell Split Squat (Rear Foot Elevated, Feet Close, High Rep);3-4;6-8;120s;RPE 8-9
F-129;Female;5;Machine Hack Squat (Narrow Stance, Pause at Top);3-4;6-8;120s;RPE 8-9
F-129;Female;6;Straight-Arm Pulldown;3;12-15;60s;RPE 9
F-130;Female;1;Lateral Lunge (Dumbbell);3;12-15;60s;RPE 9
F-130;Female;2;Kettlebell Pistol Squat;3-4;6-8;120s;RPE 8-9
F-130;Female;3;Kas Glute Bridge;3;12-15;60s;RPE 9
F-130;Female;4;Leg Extension (Banded, Pulse Reps);3;12-15;60s;RPE 9
F-130;Female;5;Frog Pump;3;12-15;60s;RPE 9
F-130;Female;6;Dumbbell Bench Press (Decline, High Rep);3-4;6-8;120s;RPE 8-9
F-131;Female;1;Kas Glute Bridge;3;12-15;60s;RPE 9
F-131;Female;2;Weighted Sissy Squat;3-4;6-8;120s;RPE 8-9
F-131;Female;3;Hack Squat Machine (Medium Stance, Low Depth, High Rep);3-4;6-8;120s;RPE 8-9
F-131;Female;4;Narrow Stance Hack Squat;3-4;6-8;120s;RPE 8-9
F-131;Female;5;Dumbbell Goblet Squat (Elevated Heels);3-4;6-8;120s;RPE 8-9
F-131;Female;6;Preacher Curl (Single-Arm, Dumbbell, Pause at Peak);3;12-15;60s;RPE 9
F-132;Female;1;Dumbbell Bulgarian Split Squat (Front Foot Elevated, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-132;Female;2;Landmine RDL;3;12-15;60s;RPE 9
F-132;Female;3;Landmine Lateral Lunge;3;12-15;60s;RPE 9
F-132;Female;4;Box Squat;3-4;6-8;120s;RPE 8-9
F-132;Female;5;Cable Donkey Kick;3;12-15;60s;RPE 9
F-132;Female;6;Cable Triceps Pushdown (Straight Bar, Band-Resisted);3;12-15;60s;RPE 9
F-133;Female;1;Goblet Squat;3-4;6-8;120s;RPE 8-9
F-133;Female;2;Dumbbell Sumo Squat;3-4;6-8;120s;RPE 8-9
F-133;Female;3;Dumbbell Bulgarian Split Squat (Front Foot Elevated, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-133;Female;4;Kas Glute Bridge;3;12-15;60s;RPE 9
F-133;Female;5;Sumo Deadlift;3-4;6-8;120s;RPE 8-9
F-133;Female;6;EZ-Bar Curl (Preacher Curl, Close Grip);3;12-15;60s;RPE 9
F-134;Female;1;Hack Squat Machine (Wide Stance, Pause at Top);3-4;6-8;120s;RPE 8-9
F-134;Female;2;Landmine Squat;3-4;6-8;120s;RPE 8-9
F-134;Female;3;Barbell Deadlift;3-4;6-8;120s;RPE 8-9
F-134;Female;4;Sumo Deadlift (Trap Bar, Elevated Stance, Heavy Load);3-4;6-8;120s;RPE 8-9
F-134;Female;5;Reverse Hack Squat;3-4;6-8;120s;RPE 8-9
F-134;Female;6;Dumbbell Bench Press (Heavy Load, Decline, Low Rep);3-4;6-8;120s;RPE 8-9
F-135;Female;1;Hurdle Hops;3;12-15;60s;RPE 9
F-135;Female;2;Goblet Squat;3-4;6-8;120s;RPE 8-9
F-135;Female;3;Sumo Deadlift (Barbell, Pause Below Knee);3-4;6-8;120s;RPE 8-9
F-135;Female;4;Slider Lateral Lunge;3;12-15;60s;RPE 9
F-135;Female;5;Dumbbell One-Arm Triceps Extension;3;12-15;60s;RPE 9
F-135;Female;6;EZ Bar Skullcrusher;3;12-15;60s;RPE 9
F-136;Female;1;Single-Leg Box Squat;3-4;6-8;120s;RPE 8-9
F-136;Female;2;Single-Leg RDL (Kettlebell, Pause at Bottom);3;12-15;60s;RPE 9
F-136;Female;3;Barbell Lunge;3;12-15;60s;RPE 9
F-136;Female;4;Pin Squat;3-4;6-8;120s;RPE 8-9
F-136;Female;5;Poliquin Step-Up;3;12-15;60s;RPE 9
F-136;Female;6;Single-Arm Cable Row (Overhand Grip, Mid-Width);3;12-15;60s;RPE 9
F-137;Female;1;Pin Squat;3-4;6-8;120s;RPE 8-9
F-137;Female;2;Barbell Reverse Lunge (Glute Focus, Forward Lean);3;12-15;60s;RPE 9
F-137;Female;3;Zercher Lunge;3;12-15;60s;RPE 9
F-137;Female;4;Landmine Hack Squat;3-4;6-8;120s;RPE 8-9
F-137;Female;5;Slider Lateral Lunge;3;12-15;60s;RPE 9
F-137;Female;6;Face Pull (Neutral Grip, Low Pulley);3;12-15;60s;RPE 9
F-138;Female;1;Landmine RDL;3;12-15;60s;RPE 9
F-138;Female;2;Single-Leg RDL (Dumbbell, Pulse Reps);3;12-15;60s;RPE 9
F-138;Female;3;Glute Bridge (Banded, Heels Elevated);3;12-15;60s;RPE 9
F-138;Female;4;Kneeling Jump Squat;3-4;6-8;120s;RPE 8-9
F-138;Female;5;Machine Hip Abduction (Torso Erect, High Rep);3;12-15;60s;RPE 9
F-138;Female;6;High Pull;3;12-15;60s;RPE 9
F-139;Female;1;Single-Leg Romanian Deadlift (Dumbbell, Torso Supported);3-4;6-8;120s;RPE 8-9
F-139;Female;2;Landmine Curtsy Lunge;3;12-15;60s;RPE 9
F-139;Female;3;Sumo Deadlift (Trap Bar, Elevated Stance, Heavy Load);3-4;6-8;120s;RPE 8-9
F-139;Female;4;Machine Hip Abduction (Torso Erect, Pause at Peak);3;12-15;60s;RPE 9
F-139;Female;5;Cable Pull-Through (Deep Hip Hinge, High Rep);3;12-15;60s;RPE 9
F-139;Female;6;Alternate Heel Touchers;3;12-15;60s;RPE 9
F-140;Female;1;Cable Step-Up;3;12-15;60s;RPE 9
F-140;Female;2;Cable Adduction (Standing, Contralateral Hold);3;12-15;60s;RPE 9
F-140;Female;3;Machine Hack Squat (Wide Stance, High Rep);3-4;6-8;120s;RPE 8-9
F-140;Female;4;Dumbbell Bulgarian Split Squat (Front Foot Elevated, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-140;Female;5;Reverse Hyperextension;3;12-15;60s;RPE 9
F-140;Female;6;Frog Hops;3;12-15;60s;RPE 9
F-141;Female;1;Kas Glute Bridge;3;12-15;60s;RPE 9
F-141;Female;2;Cable Pull-Through (Deep Hip Hinge, High Rep);3;12-15;60s;RPE 9
F-141;Female;3;Machine Hack Squat (Wide Stance, High Rep);3-4;6-8;120s;RPE 8-9
F-141;Female;4;Cable Adduction (Standing, Heavy Load, Pause at Peak);3;12-15;60s;RPE 9
F-141;Female;5;Hip Abduction Machine (Heavy Weight, Short Range);3;12-15;60s;RPE 9
F-141;Female;6;Face Pull (Neutral Grip, Low Pulley);3;12-15;60s;RPE 9
F-142;Female;1;Landmine RDL;3;12-15;60s;RPE 9
F-142;Female;2;Dumbbell Goblet Squat (Banded, Feet Turned Out);3-4;6-8;120s;RPE 8-9
F-142;Female;3;Hack Squat Machine (Medium Stance, Low Depth, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-142;Female;4;Machine Hack Squat (Medium Stance, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-142;Female;5;Lateral Lunge (Dumbbell);3;12-15;60s;RPE 9
F-142;Female;6;Cable Curl (Low Pulley, D-Handle, Single-Arm);3;12-15;60s;RPE 9
F-143;Female;1;Barbell Step-Ups (Box, Low Rep, Pause at Peak);3;12-15;60s;RPE 9
F-143;Female;2;Hyperextension (Weighted, Glute Focus, High Rep);3;12-15;60s;RPE 9
F-143;Female;3;Hyperextension (Weighted, Glute Focus, Tempo Negative);3;12-15;60s;RPE 9
F-143;Female;4;Hack Squat Machine (Wide Stance, High Foot, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-143;Female;5;Dumbbell Lunge;3;12-15;60s;RPE 9
F-143;Female;6;Preacher Curl (Single-Arm, Dumbbell, Pause at Peak);3;12-15;60s;RPE 9
F-144;Female;1;Donkey Kicks (Smith Machine);3;12-15;60s;RPE 9
F-144;Female;2;Dumbbell Goblet Squat (Banded, Feet Turned Out);3-4;6-8;120s;RPE 8-9
F-144;Female;3;Reverse Lunge (Dumbbell);3;12-15;60s;RPE 9
F-144;Female;4;Fire Hydrant (Weighted);3;12-15;60s;RPE 9
F-144;Female;5;Barbell Glute Bridge (Banded, Slow Eccentric);3;12-15;60s;RPE 9
F-144;Female;6;Cable Curl (Low Pulley, D-Handle, Single-Arm);3;12-15;60s;RPE 9
F-145;Female;1;Glute Bridge March;3;12-15;60s;RPE 9
F-145;Female;2;Single-Leg RDL (Kettlebell, Pause at Bottom, Tempo Negative);3;12-15;60s;RPE 9
F-145;Female;3;Donkey Kicks (Smith Machine);3;12-15;60s;RPE 9
F-145;Female;4;Hack Squat Machine (Narrow Stance, Low Foot, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-145;Female;5;Reverse Lunge (Dumbbell);3;12-15;60s;RPE 9
F-145;Female;6;Cable Curl (Low Pulley, Straight Bar, Wide Grip);3;12-15;60s;RPE 9
F-146;Female;1;Hack Squat Machine (Medium Stance, Low Depth, High Rep);3-4;6-8;120s;RPE 8-9
F-146;Female;2;Hack Squat Machine (Medium Stance, Low Depth, High Rep);3-4;6-8;120s;RPE 8-9
F-146;Female;3;Dumbbell Goblet Squat (Elevated Heels);3-4;6-8;120s;RPE 8-9
F-146;Female;4;Step-Up (Dumbbell);3;12-15;60s;RPE 9
F-146;Female;5;Lateral Lunge (Dumbbell);3;12-15;60s;RPE 9
F-146;Female;6;Dead Bug;3;12-15;60s;RPE 9
F-147;Female;1;Barbell Step-Ups (Explosive, High Box, Tempo Negative);3;12-15;60s;RPE 9
F-147;Female;2;Single-Leg RDL (Kettlebell, Contralateral Hold);3;12-15;60s;RPE 9
F-147;Female;3;Front Foot Elevated Split Squat;3-4;6-8;120s;RPE 8-9
F-147;Female;4;Barbell Reverse Lunge (Deficit, Pause at Bottom);3;12-15;60s;RPE 9
F-147;Female;5;Barbell Reverse Lunge (Rear Foot Elevated, Tempo Negative);3;12-15;60s;RPE 9
F-147;Female;6;Glute Ham Raise (GHR);3;12-15;60s;RPE 9
F-148;Female;1;Smith Machine Lunge (Rear Foot Elevated, Glute Focus);3;12-15;60s;RPE 9
F-148;Female;2;Seated Abduction Machine (Forward Lean);3;12-15;60s;RPE 9
F-148;Female;3;Hack Squat Machine (Medium Stance, Low Depth, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-148;Female;4;Single-Leg Romanian Deadlift (Dumbbell, Torso Supported, Pause at Bottom);3-4;6-8;120s;RPE 8-9
F-148;Female;5;Dumbbell Bulgarian Split Squat (Front Foot Elevated);3-4;6-8;120s;RPE 8-9
F-148;Female;6;Barbell Bent-Over Row (Wide Grip, Pause at Peak);3;12-15;60s;RPE 9
F-149;Female;1;Machine Hip Abduction (Torso Erect, High Rep);3;12-15;60s;RPE 9
F-149;Female;2;Lateral Lunge (Dumbbell);3;12-15;60s;RPE 9
F-149;Female;3;Dumbbell Goblet Squat (Elevated Heels, High Rep);3-4;6-8;120s;RPE 8-9
F-149;Female;4;Barbell Hack Squat;3-4;6-8;120s;RPE 8-9
F-149;Female;5;Single-Leg RDL (Kettlebell, Pause at Bottom);3;12-15;60s;RPE 9
F-149;Female;6;Dynamic Back Stretch;3;12-15;60s;RPE 9
F-150;Female;1;Single-Leg RDL (Kettlebell, Pause at Bottom);3;12-15;60s;RPE 9
F-150;Female;2;Hack Squat Machine (Narrow Stance, Low Foot, Tempo Negative);3-4;6-8;120s;RPE 8-9
F-150;Female;3;Hip Abduction Machine (Heavy Weight, Short Range);3;12-15;60s;RPE 9
F-150;Female;4;Smith Machine Lunge (Rear Foot Elevated, Glute Focus);3;12-15;60s;RPE 9
F-150;Female;5;Machine Hip Abduction (Torso Erect, Pause at Peak);3;12-15;60s;RPE 9
F-150;Female;6;Prone Manual Hamstring Stretch;3;12-15;60s;RPE 9
M-001;Male;1;Seated Dumbbell Overhead Triceps Extension;3;12-15;60s;RPE 9
